Kidney Centers,"","","","","","","","","","","","","","",Kidney Center Geocode,"","","","","","","","","","","","","","","",Kidney Center Location,"","",Nearest Restaurant,"","","","","","","",""
MongoDB ID,# of Dialysis Stations,Address,Certification or Recertification Date,Chain Organization,City,County,Facility Name,Network,Offers In-Center Hemodialysis,Profit or Non-Profit,Provider Number,State,Zip,"",Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,County,Country,Source,"",Type,Coordinates,"",Distance (Miles),RVP,AD,Restaurant #,Name,Address,City,State,Zip
5f8f6ecd67bb5daf90ebc452,11,422 BEECH ST,12/5/07,,TEXARKANA,MILLER,"VAMANA, INC",13,TRUE,Profit,42581,AR,71854,"",422 BEECH ST,Texarkana,AR,71854,33.427603,-94.036681,1,rooftop,422,Beech St,false,false,Miller County,US,Arkansas Geographic Information Office,"",Point,"[-94.036681, 33.427603]","",3.915358030882271,"","",181,Texarkana,4300 Saint Michael Dr,Texarkana,TX,75503
5f8f6ecd67bb5daf90ebc456,28,115 WRIGHTS ST STE A,2/21/92,,HOT SPRINGS,GARLAND,DAVITA HOT SPRINGS DIALYSIS,13,TRUE,Profit,42531,AR,71913,"",115 WRIGHTS ST STE A,Hot Springs National Park,AR,71913,34.471968,-93.06184,1,rooftop,115,Wrights St,Ste,A,Garland County,US,Arkansas Geographic Information Office,"",Point,"[-93.06184, 34.471968]","",0.6014985256575027,"","",104,Hot Springs,190 Pakis St,Hot Springs,AR,71913
5f8f6ecd67bb5daf90ebc457,9,202 JOHN HARDIN DR,1/9/95,,JACKSONVILLE,PULASKI,DAVITA PULASKI COUNTY DIALYSIS,13,TRUE,Profit,42535,AR,72076,"",202 JOHN HARDIN DR,Jacksonville,AR,72076,34.870726,-92.12519,1,rooftop,202,John Harden Dr,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.12519, 34.870726]","",6.117196695020614,"","",233,Sherwood,6000 Warden Rd,Sherwood,AR,72120
5f8f6ecd67bb5daf90ebc458,24,#2 LILE CT STE 102,5/15/98,,LITTLE ROCK,PULASKI,DAVITA LITTLE ROCK MIDTOWN DIALYSIS,13,TRUE,Profit,42547,AR,72205,"",#2 LILE CT STE 102,Little Rock,AR,72205,34.746328,-92.378303,1,rooftop,2,Lile Ct,Ste,102A,Pulaski County,US,Pulaski,"",Point,"[-92.378303, 34.746328]","",1.4640206229814827,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc459,18,5320 WEST 12TH ST,9/23/13,,EAST LITTLE ROCK,PULASKI,FMCNA - EAST LITTLE ROCK,13,TRUE,Profit,42589,AR,72204,"",5320 WEST 12TH ST,Little Rock,AR,72204,34.741391,-92.332953,1,rooftop,5320,W 12th St,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.332953, 34.741391]","",4.060762164719026,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc45b,20,10310 W MARKHAM STE 100,6/14/89,,LITTLE ROCK,PULASKI,FMCNA - LITTLE ROCK DIALYSIS,13,TRUE,Profit,42521,AR,72205,"",10310 W MARKHAM STE 100,Little Rock,AR,72205,34.754331,-92.388113,1,rooftop,10310,W Markham St,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.388113, 34.754331]","",1.0268961936426382,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc45c,20,6 FREEWAY DRIVE,3/1/03,,LITTLE ROCK,PULASKI,DAVITA CENTRAL LITTLE ROCK DIALYSIS,13,TRUE,Profit,42571,AR,72204,"",6 FREEWAY DRIVE,Little Rock,AR,72204,34.743299,-92.355525,1,rooftop,6,Freeway Dr,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.355525, 34.743299]","",2.7710272168518673,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc45f,19,2158 BUTTERFIELD COACH RD,7/22/19,,SPRINGDALE,WASHINGTON,SPRINGDALE DIALYSIS CTR,13,TRUE,Profit,42599,AR,72764,"",2158 BUTTERFIELD COACH RD,Springdale,AR,72764,36.165012,-94.095235,1,rooftop,2158,Butterfield Coach Rd,false,false,Washington County,US,Arkansas Geographic Information Office,"",Point,"[-94.095235, 36.165012]","",12.990762829100598,"","",154,Rogers,577 N. 46th St,Rogers,AR,72756
5f8f6ecd67bb5daf90ebc462,17,SPRINGHILL MEDICAL PLAZA,7/10/87,,NORTH LITTLE ROCK,PULASKI,DAVITA SPRINGHILL DIALYSIS,13,TRUE,Profit,42513,AR,72117,"",SPRINGHILL MEDICAL PLAZA,North Little Rock,AR,72117,34.784024,-92.218409,1,street_center,false,Springhill Rd,false,false,Pulaski County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-92.218409, 34.784024]","",2.0736870164642895,"","",233,Sherwood,6000 Warden Rd,Sherwood,AR,72120
5f8f6ecd67bb5daf90ebc469,4,9421 WEST MARKHAM,3/24/16,,LITTLE ROCK,PULASKI,ARKANSAS STAFF ASSISTED HEMODIALYSIS CLINIC,13,TRUE,Non-Profit,42593,AR,72205,"",9421 WEST MARKHAM,Little Rock,AR,72205,34.753029,-92.379348,1,rooftop,9421,W Markham St,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.379348, 34.753029]","",1.4576745832810225,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc46a,17,801 SE PLAZA AVE STE 1,9/9/05,,BENTONVILLE,BENTON,BENTON COUNTY DIALYSIS CTR,13,TRUE,Profit,42575,AR,72712,"",801 SE PLAZA AVE STE 1,Bentonville,AR,72712,36.33441,-94.201026,1,rooftop,801,SE Plaza Ave,Ste,1,Benton County,US,Arkansas Geographic Information Office,"",Point,"[-94.201026, 36.33441]","",1.2999669954654391,"","",154,Rogers,577 N. 46th St,Rogers,AR,72756
5f8f6ecd67bb5daf90ebc46c,12,4505 E MCCAIN BLVD,5/29/98,,NORTH LITTLE ROCK,PULASKI,DAVITA NORTH LITTLE ROCK DIALYSIS CENTER,13,TRUE,Profit,42548,AR,72117,"",4505 E MCCAIN BLVD,North Little Rock,AR,72117,34.789648,-92.214069,1,rooftop,4505,E McCain Blvd,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.214069, 34.789648]","",1.6270482707914198,"","",233,Sherwood,6000 Warden Rd,Sherwood,AR,72120
5f8f6ecd67bb5daf90ebc46e,20,2630 DONAGHEY AVE,10/12/18,,CONWAY,FAULKNER,DAVITA COLLEGE CITY DIALYSIS,13,TRUE,Profit,42598,AR,72032,"",2630 DONAGHEY AVE,Conway,AR,72032,35.111903,-92.449106,1,range_interpolation,2630,Donaghey Ave,false,false,Faulkner County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-92.449106, 35.111903]","",3.792784206956912,"","",248,Conway,1150 S. Amity Rd,Conway,AR,72032
5f8f6ecd67bb5daf90ebc46f,24,1120 STATE HWY 77  STE 2,3/12/04,,MARION,CRITTENDEN,DAVITA RENAL CARE MARION AT HOME,13,TRUE,Profit,42573,AR,72364,"",1120 STATE HWY 77  STE 2,Marion,AR,72364,35.183793,-90.184051,1,rooftop,1120,Highway 77,Ste,77,Crittenden County,US,Arkansas Geographic Information Office,"",Point,"[-90.184051, 35.183793]","",18.868401043224793,"","",201,Southaven,6572 Airways Blvd,Southaven,MS,38671
5f8f6ecd67bb5daf90ebc471,25,310 S RHODES,7/9/90,,WEST MEMPHIS,CRITTENDEN,FMCNA - EAST ARKANSAS,13,TRUE,Profit,42528,AR,72301,"",310 S RHODES,West Memphis,AR,72301,35.143126,-90.18737,1,rooftop,310,S Rhodes St,false,false,Crittenden County,US,Arkansas Geographic Information Office,"",Point,"[-90.18737, 35.143126]","",16.79016757493869,"","",201,Southaven,6572 Airways Blvd,Southaven,MS,38671
5f8f6ecd67bb5daf90ebc472,13,6115 BASELINE RD,12/29/14,,LITTLE ROCK,PULASKI,DAVITA SOUTH LITTLE ROCKDIALYSIS,13,TRUE,Profit,42590,AR,72209,"",6115 BASELINE RD,Little Rock,AR,72209,34.668763,-92.346179,1,rooftop,6115,Baseline Rd,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.346179, 34.668763]","",6.3515479604238045,"","",161,W. Little Rock,11721 Chenal Pkwy,W. Little Rock,AR,72211
5f8f6ecd67bb5daf90ebc473,24,1900 MALVERN AVE STE 102,4/12/82,,HOT SPRINGS,GARLAND,DAVITA OUACHITA DIALYSIS,13,TRUE,Profit,42507,AR,71901,"",1900 MALVERN AVE STE 102,Hot Springs National Park,AR,71901,34.486915,-93.035753,1,rooftop,1900,Malvern Ave,Ste,102,Garland County,US,Arkansas Geographic Information Office,"",Point,"[-93.035753, 34.486915]","",2.0567393485315755,"","",104,Hot Springs,190 Pakis St,Hot Springs,AR,71913
5f8f6ecd67bb5daf90ebc475,9,509 E MILLSAP STE 111,1/1/96,,FAYETTEVILLE,WASHINGTON,DAVITA FAYETTEVILLE DIALYSIS,13,TRUE,Profit,42539,AR,72703,"",509 E MILLSAP STE 111,Fayetteville,AR,72703,36.113882,-94.150322,1,rooftop,509,E Millsap Rd,Ste,111,Washington County,US,City of Fayetteville,"",Point,"[-94.150322, 36.113882]","",15.741708833548078,"","",154,Rogers,577 N. 46th St,Rogers,AR,72756
5f8f6ecd67bb5daf90ebc476,20,816 EAST ST,8/2/06,,TEXARKANA,MILLER,DAVITA MILLER COUNTY DIALYSIS,13,TRUE,Profit,42578,AR,71854,"",816 EAST ST,Texarkana,AR,71854,33.413045,-94.028677,1,rooftop,816,East St,false,false,Miller County,US,Arkansas Geographic Information Office,"",Point,"[-94.028677, 33.413045]","",4.838405328405926,"","",181,Texarkana,4300 Saint Michael Dr,Texarkana,TX,75503
5f8f6ecd67bb5daf90ebc47a,16,2070 MCKENZIE ROAD,7/3/02,,SPRINGDALE,WASHINGTON,DAVITA SPRINGDALE DIALYSIS,13,TRUE,Profit,42568,AR,72762,"",2070 MCKENZIE ROAD,Springdale,AR,72762,36.167788,-94.185939,1,rooftop,2070,McKenzie St,false,false,Washington County,US,Arkansas Geographic Information Office,"",Point,"[-94.185939, 36.167788]","",11.93873975509489,"","",154,Rogers,577 N. 46th St,Rogers,AR,72756
5f8f6ecd67bb5daf90ebc47c,19,107 E MONTE PAINTER DR,8/3/05,,FAYETTEVILLE,WASHINGTON,NORTH HILLS DIALYSIS,13,TRUE,Profit,42574,AR,72703,"",107 E MONTE PAINTER DR,Fayetteville,AR,72703,36.109467,-94.15592,1,rooftop,107,E Monte Painter Dr,false,false,Washington County,US,City of Fayetteville,"",Point,"[-94.15592, 36.109467]","",16.017569571094477,"","",154,Rogers,577 N. 46th St,Rogers,AR,72756
5f8f6ecd67bb5daf90ebc47d,12,400 T P WHITE DR,12/7/98,,JACKSONVILLE,PULASKI,DAVITA JACKSONVILLE CENTRAL DIALYSIS CENTER,13,TRUE,Profit,42553,AR,72076,"",400 T P WHITE DR,Jacksonville,AR,72076,34.871301,-92.122638,1,rooftop,400,T P White Dr,false,false,Pulaski County,US,Pulaski,"",Point,"[-92.122638, 34.871301]","",6.252483461802806,"","",233,Sherwood,6000 Warden Rd,Sherwood,AR,72120
5f8f6ecd67bb5daf90ebc47e,20,13000 N 103RD AVE STE 66,7/23/97,,SUN CITY,MARICOPA,DAVITA DESERT DIALYSIS,15,TRUE,Profit,32572,AZ,85351,"",13000 N 103RD AVE STE 66,Sun City,AZ,85351,33.601889,-112.281824,1,rooftop,13000,N 103rd Ave,Ste,66,Maricopa County,US,Maricopa,"",Point,"[-112.281824, 33.601889]","",4.029414304172239,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc480,19,1957 W DUNLAP AVE STE 6C,12/10/93,,PHOENIX,MARICOPA,NORTH PHOENIX DIALYSIS (FMC),15,TRUE,Profit,32550,AZ,85021,"",1957 W DUNLAP AVE STE 6C,Phoenix,AZ,85021,33.567446,-112.101037,1,range_interpolation,1957,W Dunlap Ave,Ste,6,Maricopa County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-112.101037, 33.567446]","",8.715243634274684,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc481,24,1457 W SOUTHERN AVE STE 19,12/7/88,,MESA,MARICOPA,SOUTHWEST MESA DIALYSIS (DSI),15,TRUE,Profit,32526,AZ,85202,"",1457 W SOUTHERN AVE STE 19,Mesa,AZ,85202,33.391629,-111.863408,1,rooftop,1457,W Southern Ave,Ste,19,Maricopa County,US,City of Mesa,"",Point,"[-111.863408, 33.391629]","",8.197286573299035,"","",31,Ahwatukee,5005 E. Ray Rd,Phoenix,AZ,85044
5f8f6ecd67bb5daf90ebc482,24,5222 E BASELINE RD STE 104,10/8/04,,GILBERT,MARICOPA,DAVITA GILBERT DIALYSIS CENTER,15,TRUE,Profit,32605,AZ,85234,"",5222 E BASELINE RD STE 104,Gilbert,AZ,85234,33.380237,-111.71882,1,rooftop,5222,E Baseline Rd,Ste,104,Maricopa County,US,Maricopa,"",Point,"[-111.71882, 33.380237]","",1.965521273837748,"","",79,Superstition Springs,1710 S. Power Rd,Mesa,AZ,85206
5f8f6ecd67bb5daf90ebc483,25,4407 WEST PEORIA AVE,8/29/16,,GLENDALE,MARICOPA,FMC-GLENDALE TOWN CENTER,15,TRUE,Profit,32646,AZ,85302,"",4407 WEST PEORIA AVE,Glendale,AZ,85302,33.58158,-112.154355,1,rooftop,4407,W Peoria Ave,false,false,Maricopa County,US,City of Glendale,"",Point,"[-112.154355, 33.58158]","",5.6914867252971435,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc484,21,13090 N 94TH DR STE 100,3/26/79,,PEORIA,MARICOPA,PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),15,TRUE,Profit,32503,AZ,85381,"",13090 N 94TH DR STE 100,Peoria,AZ,85381,33.602121,-112.263311,1,rooftop,13090,N 94th Dr,Ste,100,Maricopa County,US,Maricopa,"",Point,"[-112.263311, 33.602121]","",3.2425010929741958,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc485,13,1211 N COUNTRY CLUB DR STE 4,3/7/97,,MESA,MARICOPA,RED MOUNTAIN DIALYSIS (FMC),15,TRUE,Profit,32568,AZ,85201,"",1211 N COUNTRY CLUB DR STE 4,Mesa,AZ,85201,33.436361,-111.839585,1,rooftop,1211,N Country Club Dr,Ste,4,Maricopa County,US,City of Mesa,"",Point,"[-111.839585, 33.436361]","",9.591320304667144,"","",79,Superstition Springs,1710 S. Power Rd,Mesa,AZ,85206
5f8f6ecd67bb5daf90ebc487,18,9250 WEST THOMAS ROAD,3/6/13,,PHOENIX,MARICOPA,"ESTRELLA MOUNTAIN DIALYSIS, LLC (ARA)",15,TRUE,Profit,32639,AZ,85037,"",9250 WEST THOMAS ROAD,Phoenix,AZ,85037,33.482296,-112.260371,1,rooftop,9250,W Thomas Rd,false,false,Maricopa County,US,Maricopa,"",Point,"[-112.260371, 33.482296]","",10.922499077635807,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc488,24,14620 WEST ENCANTO,11/6/19,,GOODYEAR,MARICOPA,DAVITA DIALYSIS CARE AT PALM VALLEY,15,TRUE,Profit,32658,AZ,85395,"",14620 WEST ENCANTO,Goodyear,AZ,85395,33.472151,-112.374162,1,rooftop,14620,W Encanto Blvd,false,false,Maricopa County,US,Maricopa,"",Point,"[-112.374162, 33.472151]","",14.262460737814658,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc489,20,4621 S CENTRAL AVE,6/28/00,,PHOENIX,MARICOPA,SOUTH PHOENIX DIALYSIS (DSI),15,TRUE,Profit,32583,AZ,85040,"",4621 S CENTRAL AVE,Phoenix,AZ,85040,33.404383,-112.072706,1,rooftop,4621,S Central Ave,false,false,Maricopa County,US,Maricopa,"",Point,"[-112.072706, 33.404383]","",8.134089131284073,"","",31,Ahwatukee,5005 E. Ray Rd,Phoenix,AZ,85044
5f8f6ecd67bb5daf90ebc48a,6,1920 E CAMBRIDGE RD STE 102,10/22/01,,PHOENIX,MARICOPA,PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,15,TRUE,Non-Profit,32314,AZ,85016,"",1920 E CAMBRIDGE RD STE 102,Phoenix,AZ,85006,33.47768,-112.040955,0.9,range_interpolation,1920,E Cambridge Ave,Ste,102,Maricopa County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-112.040955, 33.47768]","",11.59410166001905,"","",31,Ahwatukee,5005 E. Ray Rd,Phoenix,AZ,85044
5f8f6ecd67bb5daf90ebc48c,16,13907 W CAMINO DEL SOL,6/18/08,,SUN CITY WEST,MARICOPA,DAVITA WESTBROOK DIALYSIS,15,TRUE,Profit,32621,AZ,85375,"",13907 W CAMINO DEL SOL,Sun City West,AZ,85375,33.65745,-112.362375,1,rooftop,13907,W Camino Del Sol,false,false,Maricopa County,US,Maricopa,"",Point,"[-112.362375, 33.65745]","",7.935137378985682,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc48e,18,14510 W SHUMWAY DR STE 100,1/16/02,,SUN CITY WEST,MARICOPA,GRANITE VALLEY DIALYSIS (FMC),15,TRUE,Profit,32593,AZ,85375,"",14510 W SHUMWAY DR STE 100,Sun City West,AZ,85375,33.663118,-112.372111,1,rooftop,14510,W Shumway Dr,Ste,100,Maricopa County,US,Maricopa,"",Point,"[-112.372111, 33.663118]","",8.559558813666891,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc490,24,9220 E MOUNTAIN VIEW RD STE 105,9/1/88,,SCOTTSDALE,MARICOPA,DAVITA DESERT MOUNTAIN DIALYSIS CENTER,15,TRUE,Profit,32525,AZ,85258,"",9220 E MOUNTAIN VIEW RD STE 105,Scottsdale,AZ,85258,33.576407,-111.879886,1,rooftop,9220,E Mountain View Rd,Ste,105,Maricopa County,US,Maricopa,"",Point,"[-111.879886, 33.576407]","",17.358179438575462,"","",79,Superstition Springs,1710 S. Power Rd,Mesa,AZ,85206
5f8f6ecd67bb5daf90ebc491,20,"9721 WEST PECOS RD- RR2, BOX 807",8/24/05,,LAVEEN,MARICOPA,GILA RIVER DIALYSIS WEST,15,TRUE,Non-Profit,33503,AZ,85339,"","9721 WEST PECOS RD- RR2, BOX 807",Laveen,AZ,85339,33.290297,-112.147918,0.6,street_center,false,W Pecos Rd,false,false,Maricopa County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-112.147918, 33.290297]","",10.15549157177551,"","",31,Ahwatukee,5005 E. Ray Rd,Phoenix,AZ,85044
5f8f6ecd67bb5daf90ebc493,24,11540 E UNIVERSITY DR STE 109,1/22/99,,APACHE JUNCTION,PINAL,APACHE JUNCTION DIALYSIS (FMC),15,TRUE,Profit,32578,AZ,85220,"",11540 E UNIVERSITY DR STE 109,Apache Junction,AZ,85120,33.423461,-111.581519,0.9,rooftop,11540,E University Dr,Ste,109,Maricopa County,US,City of Mesa,"",Point,"[-111.581519, 33.423461]","",6.554774782785918,"","",79,Superstition Springs,1710 S. Power Rd,Mesa,AZ,85206
5f8f6ecd67bb5daf90ebc496,12,975 W CHANDLER HEIGHTS STE 101,2/8/10,,CHANDLER,MARICOPA,DAVITA OCOTILLO DIALYSIS,15,TRUE,Profit,32631,AZ,85248,"",975 W CHANDLER HEIGHTS STE 101,Chandler,AZ,85248,33.2327,-111.854739,1,range_interpolation,975,W Chandler Heights Rd,Ste,101,Maricopa County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-111.854739, 33.2327]","",9.202563090737979,"","",31,Ahwatukee,5005 E. Ray Rd,Phoenix,AZ,85044
5f8f6ecd67bb5daf90ebc497,1,1337 S GILBERT RD STE 106,6/17/91,,MESA,MARICOPA,HOME DIALYSIS OF MESA (FMC),15,FALSE,Profit,32535,AZ,85204,"",1337 S GILBERT RD STE 106,Mesa,AZ,85204,33.390101,-111.786877,1,rooftop,1337,S Gilbert Rd,Ste,106,Maricopa County,US,City of Mesa,"",Point,"[-111.786877, 33.390101]","",5.878462906015743,"","",79,Superstition Springs,1710 S. Power Rd,Mesa,AZ,85206
5f8f6ecd67bb5daf90ebc499,25,4901 W MCDOWELL ROAD,9/11/17,,PHOENIX,MARICOPA,FRESENIUS KIDNEY CARE DESERT SAGE,15,TRUE,Profit,32650,AZ,85035,"",4901 W MCDOWELL ROAD,Phoenix,AZ,85035,33.465578,-112.165791,1,rooftop,4901,W McDowell Rd,false,false,Maricopa County,US,Statewide,"",Point,"[-112.165791, 33.465578]","",12.410208094768041,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
5f8f6ecd67bb5daf90ebc49d,24,8910 N 43RD AVE STE 107,10/5/09,,GLENDALE,MARICOPA,DAVITA BROOKWOOD DIALYSIS CENTER,15,TRUE,Profit,32630,AZ,85302,"",8910 N 43RD AVE STE 107,Glendale,AZ,85302,33.566129,-112.152818,1,rooftop,8910,N 43rd Ave,Ste,107,Maricopa County,US,City of Glendale,"",Point,"[-112.152818, 33.566129]","",6.525189317481339,"","",78,Arrowhead,7873 W. Bell Rd,Peoria,AZ,85382
