Amazon Centers,"","","","","","","",Amazon Center Geocode,"","","","","","","","","","","","","","","",Amazon Center Location,"","",Nearest Restaurant,"","","","","","","",""
MongoDB ID,Code,Type,Address,City,State,Zip,"",Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,County,Country,Source,"",Type,Coordinates,"",Distance (Miles),RVP,AD,Restaurant #,Name,Address,City,State,Zip
5f8f6f2cdc929b48ad8064e0,DEN3,FC,14601 Grant St,Thorton,CO,80023,"",,Thornton,CO,80023,39.960868,-104.984299,1,rooftop,14601,Grant St,false,false,Adams County,US,City of Thornton,"",Point,"[-104.984299, 39.960868]","",18.224512875711696,"","",74,Denver West,14255 W. Colfax,Golden,CO,80401
5f8f6f2cdc929b48ad8064e1,BDL1,FC,801 Day Hill Road,Windsor,CT,06095,"",,Windsor,CT,06095,41.873602,-72.707537,1,rooftop,801,Day Hill Rd,false,false,Hartford County,US,Connecticut Geospatial Information Systems Council,"",Point,"[-72.707537, 41.873602]","",13.642134856380444,"","",142,Rocky Hill,1519 Silas Deane Hwy,Rocky Hill,CT,06067
5f8f6f2cdc929b48ad8064e2,DEN6,FC,480 E 55th Ave,Denver,CO,80216,"",,Denver,CO,80216,39.796353,-104.98001,1,range_interpolation,480,E 55th Ave,false,false,Adams County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-104.98001, 39.796353]","",10.511361529820174,"","",74,Denver West,14255 W. Colfax,Golden,CO,80401
5f8f6f2cdc929b48ad8064e3,BDL5,SC,29 Research Parkway,Wallingford,CT,06492,"",,Wallingford,CT,06492,41.494838,-72.763126,0.81,nearest_rooftop_match,25,Research Pkwy,false,false,New Haven County,US,Connecticut Geospatial Information Systems Council,"",Point,"[-72.763126, 41.494838]","",14.035649906667393,"","",142,Rocky Hill,1519 Silas Deane Hwy,Rocky Hill,CT,06067
5f8f6f2cdc929b48ad8064e4,BDL2,FC,200 Old Iron Ore Rd,Windsor,CT,06095,"",,Windsor,CT,06095,41.878969,-72.705135,1,range_interpolation,200,Old Iron Ore Rd,false,false,Hartford County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-72.705135, 41.878969]","",13.981728580511291,"","",142,Rocky Hill,1519 Silas Deane Hwy,Rocky Hill,CT,06067
5f8f6f2cdc929b48ad8064e5,BDL6,FC,120 County Line Dr,Cromwell,CT,06416,"",,Cromwell,CT,06416,41.631763,-72.681151,0.74,nearest_rooftop_match,80,County Line Dr,false,false,Middlesex County,US,Connecticut Geospatial Information Systems Council,"",Point,"[-72.681151, 41.631763]","",3.658416687204531,"","",142,Rocky Hill,1519 Silas Deane Hwy,Rocky Hill,CT,06067
5f8f6f2cdc929b48ad8064e6,-,FC,4222 Integration Loop,Colorado Springs,CO,80916,"",,Colorado Springs,CO,80916,38.81033,-104.718555,0.3,place,false,false,false,false,El Paso County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-104.718555, 38.81033]","",5.358735230411514,"","",112,S. Colorado Springs,2190 Southgate Rd,Colorado Springs,CO,80906
5f8f6f2cdc929b48ad8064e7,BDL3,FC,415 Washington Ave,North Haven,CT,06473,"",,North Haven,CT,06473,41.409431,-72.843845,1,range_interpolation,415,Washington Ave,false,false,New Haven County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-72.843845, 41.409431]","",13.326301077954938,"","",143,Orange,220 Indian River Rd,Orange,CT,06477
5f8f6f2cdc929b48ad8064ed,MCO1,FC,12340 Boggy Creek Rd,Lake Nona,FL,32824,"",,Orlando,FL,32824,28.38521,-81.315277,1,rooftop,12340,Boggy Creek Rd,false,false,Orange County,US,Orange County,"",Point,"[-81.315277, 28.38521]","",11.470902428645612,"","",249,Crossroads,12517 State Rd 535,Orlando,FL,32836
5f8f6f2cdc929b48ad8064f2,MCO9,FC,2841 Access Dr,Davenport,FL,33897,"",,Davenport,FL,33897,28.228907,-81.659272,0.9,rooftop,2841,Access Rd NW,false,false,Polk County,US,Polk,"",Point,"[-81.659272, 28.228907]","",8.52521928164049,"","",247,Kissimmee,3250 Rolling Oaks Blvd,Kissimmee,FL,34747
5f8f6f2cdc929b48ad8064f4,TPA3,FC,576 C Fred Jones Blvd,Auburndale,FL,33823,"",,Auburndale,FL,33823,28.153646,-81.818129,0.52,nearest_rooftop_match,676,C Fred Jones Blvd,false,false,Polk County,US,MapWise (and individual Florida counties),"",Point,"[-81.818129, 28.153646]","",18.17371984272606,"","",247,Kissimmee,3250 Rolling Oaks Blvd,Kissimmee,FL,34747
5f8f6f2cdc929b48ad8064fd,MCO1/5,SC,205 Deen Still Road,Davenport,FL,33897,"",,Davenport,FL,33897,28.259312,-81.698697,0.9,range_interpolation,205,Deen Still Rd,false,false,Polk County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-81.698697, 28.259312]","",7.8704691107562175,"","",247,Kissimmee,3250 Rolling Oaks Blvd,Kissimmee,FL,34747
5f8f6f2cdc929b48ad8064ff,XUSF,FC,"901 W Landstreet Rd, Suite C",Orlando,FL,32824,"",,Orlando,FL,32824,28.437593,-81.391905,1,rooftop,901,W Landstreet Rd,Ste,false,Orange County,US,Orange County,"",Point,"[-81.391905, 28.437593]","",7.780300304310896,"","",249,Crossroads,12517 State Rd 535,Orlando,FL,32836
5f8f6f2cdc929b48ad806502,ATL8,SC,2201 Thornton Rd.,Lithia Springs,GA,30122,"",,Lithia Springs,GA,30122,33.744464,-84.59262,1,rooftop,2201,Thornton Rd,false,false,Douglas County,US,Douglas,"",Point,"[-84.59262, 33.744464]","",15.115974027208061,"","",57,Buckhead,"1 Buckhead Loop NE, Ste 130",Atlanta,GA,30326
5f8f6f2cdc929b48ad806503,ATL6,SC,4200 North Commerce,Atlanta,GA,30344-5707,"",,Atlanta,GA,30349,33.643547,-84.500138,0.9,rooftop,4200,N Commerce Dr,false,false,Fulton County,US,Fulton County,"",Point,"[-84.500138, 33.643547]","",16.41303457237793,"","",57,Buckhead,"1 Buckhead Loop NE, Ste 130",Atlanta,GA,30326
5f8f6f2cdc929b48ad806505,MGE1,FC,650 Broadway Ave,Braselton,GA,30517-3002,"",,Braselton,GA,30517,34.107423,-83.774382,1,rooftop,650,Broadway Ave,false,false,Jackson County,US,Jackson,"",Point,"[-83.774382, 34.107423]","",12.804771067861909,"","",122,Mall of Georgia,3206 Buford Dr,Buford,GA,30519
5f8f6f2cdc929b48ad806506,false,FC,5000 Lanier Islands Pkwy,Buford,GA,30518,"",,Buford,GA,30518,34.143702,-83.959672,1,rooftop,5000,Lanier Islands Pkwy,false,false,Hall County,US,Hall,"",Point,"[-83.959672, 34.143702]","",5.880028321853025,"","",122,Mall of Georgia,3206 Buford Dr,Buford,GA,30519
5f8f6f2cdc929b48ad806509,ATL2,FC,2255 W Park Blvd,Stone Mountain,GA,30087,"",,Stone Mountain,GA,30087,33.812174,-84.114633,0.7,rooftop,2255,W Park Place Blvd,false,false,Gwinnett County,US,Gwinnett,"",Point,"[-84.114633, 33.812174]","",10.439003125810272,"","",56,Gwinnett,2275 Pleasant Hill Dr,Duluth,GA,30096
5f8f6f2cdc929b48ad80650a,false,FC,7055 Campbellton Rd,Atlanta,GA,30331,"",,Atlanta,GA,30331,33.693574,-84.616895,0.9,rooftop,7055,Campbellton Rd SW,false,false,Fulton County,US,Fulton County,"",Point,"[-84.616895, 33.693574]","",18.22137002217693,"","",57,Buckhead,"1 Buckhead Loop NE, Ste 130",Atlanta,GA,30326
5f8f6f2cdc929b48ad80650e,PGA1,FC,6200 Fulton Industrial Blvd,Atlanta,GA,30336,"",,Atlanta,GA,30336,33.710334,-84.586957,0.9,rooftop,6200,Fulton Industrial Blvd SW,false,false,Fulton County,US,Fulton County,"",Point,"[-84.586957, 33.710334]","",16.14821726658709,"","",57,Buckhead,"1 Buckhead Loop NE, Ste 130",Atlanta,GA,30326
5f8f6f2cdc929b48ad80650f,PGA1,FC,429 Troy Wright Rd,Pendergrass,GA,30567,"",,Pendergrass,GA,30567,34.16233,-83.67795,0.33,place,false,false,false,false,Jackson County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-83.67795, 34.16233]","",19.2206355659392,"","",122,Mall of Georgia,3206 Buford Dr,Buford,GA,30519
5f8f6f2cdc929b48ad806518,MDW8,FC,1750 Bridge Dr.,Waukegan,IL,60085-3004,"",,Waukegan,IL,60085,42.328484,-87.902925,1,rooftop,1750,Bridge Dr,false,false,Lake County,US,Lake,"",Point,"[-87.902925, 42.328484]","",6.801946914395797,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6f2cdc929b48ad806519,MDW9,FC,2865 Duke Parkway,Aurora,IL,60502-9551,"",,Aurora,IL,60502,41.815017,-88.212762,1,rooftop,2865,Duke Pkwy,false,false,DuPage County,US,City of Aurora,"",Point,"[-88.212762, 41.815017]","",2.9242888158052045,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6f2cdc929b48ad80651a,MDW6,FC,1125 W Remington Blvd,Romeoville,IL,60556,"",,Romeoville,IL,60446,41.674218,-88.115665,0.9,rooftop,1125,W Remington Blvd,false,false,Will County,US,Will,"",Point,"[-88.115665, 41.674218]","",8.248551893613564,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6f2cdc929b48ad80651d,XUSE,FC,5460 Industrial Court #300,Whitestown,IN,46075,"",,Whitestown,IN,46075,40.022608,-86.346179,0.33,place,false,false,false,false,Boone County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.346179, 40.022608]","",16.712339782822323,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6f2cdc929b48ad80651f,XUSE,FC,5100 S Indianapolis Road,Whitestown,IN,46075,"",,Whitestown,IN,46075,39.965915,-86.381722,0.7,range_interpolation,5100,Indianapolis Rd,false,false,Boone County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.381722, 39.965915]","",14.15522417695612,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad806521,IND2,FC,715 Airtech Parkway,Plainfield,IN,46168,"",,Plainfield,IN,46168,39.698248,-86.348666,0.72,nearest_rooftop_match,716,Airtech Pkwy,false,false,Hendricks County,US,Statewide,"",Point,"[-86.348666, 39.698248]","",4.5249429109635155,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad806522,IND1,FC,4255 Anson Boulevard,Whitestown,IN,46075,"",,Whitestown,IN,46075,40.022608,-86.346179,0.33,place,false,false,false,false,Boone County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.346179, 40.022608]","",16.712339782822323,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6f2cdc929b48ad806523,IND5,FC,800 S Perry Road,Plainfield,IN,46168,"",,Plainfield,IN,46168,39.694918,-86.358369,1,rooftop,800,S Perry Rd,false,false,Hendricks County,US,Statewide,"",Point,"[-86.358369, 39.694918]","",4.817745263971849,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad806525,IND4,FC,710 South Girls School Road,Indianapolis,IN,46214,"",,Indianapolis,IN,46231,39.755392,-86.29286,0.9,rooftop,710,S Girls School Rd,false,false,Marion County,US,Statewide,"",Point,"[-86.29286, 39.755392]","",2.6999558864802005,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad806526,IND3,FC,717 Airtech Parkway,Plainfield,IN,46168,"",,Plainfield,IN,46168,39.698248,-86.348666,0.72,nearest_rooftop_match,716,Airtech Pkwy,false,false,Hendricks County,US,Statewide,"",Point,"[-86.348666, 39.698248]","",4.5249429109635155,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad806528,IND7,FC,9101 Orly Dr,Indianapolis,IN,46241,"",,Indianapolis,IN,46231,39.674849,-86.325764,0.9,rooftop,9101,Orly Rd,false,false,Marion County,US,Statewide,"",Point,"[-86.325764, 39.674849]","",6.196216964955746,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad80652a,MKC4,FC,19535 Waverly Road,Edgerton,KS,66021-9588,"",,Edgerton,KS,66021,38.764665,-94.946033,0.6,street_center,false,Waverly Rd,false,false,Johnson County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-94.946033, 38.764665]","",17.969184615026872,"","",116,Oak Park,11855 W. 95th St,Overland Park,KS,66214
5f8f6f2cdc929b48ad80652b,PIN1,FC,5510 Exploration Dr,Indianapolis,IN,46241,"",,Indianapolis,IN,46241,39.685459,-86.310168,0.55,nearest_rooftop_match,5425,Exploration Dr,false,false,Marion County,US,Statewide,"",Point,"[-86.310168, 39.685459]","",5.665699177896634,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6f2cdc929b48ad80652c,MQJ2,FC,19 Bob Glidden Blvd,Whiteland,IN,46184,"",,Whiteland,IN,46184,39.55005,-86.07971,0.33,place,false,false,false,false,Johnson County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.07971, 39.55005]","",5.941965933886993,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6f2cdc929b48ad80652d,DSM5,FC,500 SW 32nd St,Des Moines,IA,50035,"",,Des Moines,IA,50317,41.580255,-93.553992,0.9,range_interpolation,500,SW 32nd St,false,false,Polk County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-93.553992, 41.580255]","",13.013963726183524,"","",167,Jordan Creek,140 S. Jordan Creek Pkwy,W. Des Moines,IA,50266
5f8f6f2cdc929b48ad80652e,MCI5,SC,16851 W 113th Street,Lenexa,KS,66219,"",,Lenexa,KS,66219,38.921255,-94.782513,1,rooftop,16851,W 113th St,false,false,Johnson County,US,City of Lenexa,"",Point,"[-94.782513, 38.921255]","",4.116829675386483,"","",116,Oak Park,11855 W. 95th St,Overland Park,KS,66214
5f8f6f2cdc929b48ad80652f,MCI1,FC,113th Street and Renner Boulevard,Lenexa,KS,false,"",,Shawnee Mission,KS,66219,38.927392,-94.779431,0.29,intersection,false,Renner Blvd,false,false,Johnson County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-94.779431, 38.927392]","",3.7422607724337644,"","",116,Oak Park,11855 W. 95th St,Overland Park,KS,66214
5f8f6f2cdc929b48ad806535,MKC6,FC,6925 Riverview Ave.,Kansas City,KS,66102,"",,Kansas City,KS,66102,39.098489,-94.739424,1,rooftop,6925,Riverview Ave,false,false,Wyandotte County,US,Statewide,"",Point,"[-94.739424, 39.098489]","",9.905993228689109,"","",116,Oak Park,11855 W. 95th St,Overland Park,KS,66214
5f8f6f2cdc929b48ad80653a,BWI1,FC,2010 Broening Highway,Baltimore,MD,21224,"",,Baltimore,MD,21224,39.267846,-76.548828,1,rooftop,2010,Broening Hwy,false,false,Baltimore city,US,Statewide,"",Point,"[-76.548828, 39.267846]","",9.638989016598302,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad80653c,BWI5,SC,5501 Holabird Avenue,Baltimore,MD,21224,"",,Baltimore,MD,21224,39.271821,-76.547055,1,range_interpolation,5501,Holabird Ave,false,false,Baltimore city,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-76.547055, 39.271821]","",9.403987730256347,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad80653d,BWI2,FC,5001 Holabird Avenue,Baltimore,MD,21224,"",,Baltimore,MD,21224,39.271614,-76.552116,1,range_interpolation,5001,Holabird Ave,false,false,Baltimore city,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-76.552116, 39.271614]","",9.339479716982906,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad80653f,DCA1,FC,1700 Sparrows Point Blvd,Dundalk,MD,21219,"",,Sparrows Point,MD,21219,39.222497,-76.469091,0.7,range_interpolation,1700,State Hwy 151,false,false,Baltimore County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-76.469091, 39.222497]","",14.22625537042883,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad806541,DCA6,FC,6001 Bethlehem Blvd,Edgemere,MD,21219,"",,Sparrows Point,MD,21219,39.236049,-76.491877,0.78,nearest_rooftop_match,6021,Bethlehem Blvd,false,false,Baltimore County,US,Baltimore,"",Point,"[-76.491877, 39.236049]","",12.823103239735442,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad806545,MTN9,FC,5300 Nottingham Dr,White Marsh,MD,21236,"",,Nottingham,MD,21236,39.374967,-76.446844,1,rooftop,5300,Nottingham Dr,false,false,Baltimore County,US,Statewide,"",Point,"[-76.446844, 39.374967]","",8.399409470463109,"","",234,Towson,121 E. Joppa Rd,Towson,MD,21286
5f8f6f2cdc929b48ad806548,false,FC,1600 Osgood St,North Andover,MA,01845,"",,North Andover,MA,01845,42.730998,-71.116361,1,rooftop,1600,Osgood St,false,false,Essex County,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","",Point,"[-71.116361, 42.730998]","",15.527871622535336,"","",141,Woburn,19 Commerce Way,Woburn,MA,01801
5f8f6f2cdc929b48ad806549,DTW5,SC,19991 Brownstown Center Dr,Brownstown Charter Twp,MI,48183,"",,Trenton,MI,48183,42.159635,-83.238271,1,rooftop,19991,Brownstown Center Dr,false,false,Wayne County,US,Semcog,"",Point,"[-83.238271, 42.159635]","",8.574987375635509,"","",189,Allen Park,3310 Fairlane Dr,Allen Park,MI,48101
5f8f6f2cdc929b48ad80654d,DET1,FC,39000 Amrhein Rd,Livonia,MI,48150,"",,Livonia,MI,48150,42.374408,-83.428342,1,range_interpolation,39000,Amrhein Rd,false,false,Wayne County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-83.428342, 42.374408]","",3.182331216636157,"","",241,Westland,35613 Warren Rd,Westland,MI,48185
5f8f6f2cdc929b48ad80654e,GRR1,FC,4500 68th St SE,Caledonia,MI,49316,"",,Caledonia,MI,49316,42.839779,-85.550942,1,rooftop,4500,68th St SE,false,false,Kent County,US,Kent,"",Point,"[-85.550942, 42.839779]","",5.6145857287137515,"","",193,Woodland Mall,3195 28th Street SE R-101,Kentwood,MI,49512
5f8f6f2cdc929b48ad80654f,false,FC,1200 Featherstone Rd,Pontiac,MI,48342,"",,Pontiac,MI,48342,42.642572,-83.255793,1,rooftop,1200,Featherstone Rd,false,false,Oakland County,US,Semcog,"",Point,"[-83.255793, 42.642572]","",4.741483074659334,"","",99,Auburn Hills,3930 Baldwin Rd,Auburn Hills,MI,48326
5f8f6f2cdc929b48ad806550,FBA Prep Service,false,false,Oxford,MI,false,"",,Oxford,MI,48370,42.840328,-83.200206,1,place,false,false,false,false,Oakland County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-83.200206, 42.840328]","",11.056299921374679,"","",99,Auburn Hills,3930 Baldwin Rd,Auburn Hills,MI,48326
5f8f6f2cdc929b48ad806551,DTW1,FC,32801 Ecorse Rd,Romulus,MI,48174,"",,Romulus,MI,48174,42.252684,-83.362027,1,range_interpolation,32801,Ecorse Rd,false,false,Wayne County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-83.362027, 42.252684]","",6.107815009386455,"","",241,Westland,35613 Warren Rd,Westland,MI,48185
5f8f6f2cdc929b48ad806552,DET2,FC,50500 Mound Rd,Shelby Township,MI,48317,"",,Shelby Township,MI,48317,42.666239,-83.049924,1,rooftop,50500,Mound Rd,false,false,Macomb County,US,Macomb,"",Point,"[-83.049924, 42.666239]","",13.218087312058222,"","",99,Auburn Hills,3930 Baldwin Rd,Auburn Hills,MI,48326
5f8f6f2cdc929b48ad806553,MEM2,FC,191 Norfolk Southern Way,Byhalia,MS,38611,"",,Byhalia,MS,38611,34.87232,-89.69064,0.33,place,false,false,false,false,Marshall County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-89.69064, 34.87232]","",18.06754596874633,"","",201,Southaven,6572 Airways Blvd,Southaven,MS,38671
5f8f6f2cdc929b48ad806558,MEM6,FC,11505 Progress Way,Olive Branch,MS,38654,"",,Olive Branch,MS,38654,34.921172,-89.869062,0.33,place,false,false,false,false,DeSoto County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-89.869062, 34.921172]","",7.4074407068719434,"","",201,Southaven,6572 Airways Blvd,Southaven,MS,38671
5f8f6f2cdc929b48ad806559,PIL1,FC,1615 Commerce Parkway N,Horn Lake,MS,38637,"",,Horn Lake,MS,38637,34.950609,-90.03355,0.33,place,false,false,false,false,DeSoto County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-90.03355, 34.950609]","",2.6078531584136386,"","",201,Southaven,6572 Airways Blvd,Southaven,MS,38671
5f8f6f2cdc929b48ad806565,EWR5,SC,301 Blair Road #100,Avenel,NJ,07001,"",,Avenel,NJ,07001,40.573149,-74.25829,1,range_interpolation,301,Blair Rd,Ste,100,Middlesex County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-74.25829, 40.573149]","",10.396998857905531,"","",59,New Brunswick,51 US Hwy 1,New Brunswick,NJ,08901
5f8f6f2cdc929b48ad806566,EWR4,FC,50 New Canton Way,Robbinsville,NJ,08691,"",,Robbinsville,NJ,08691,40.195609,-74.565267,1,rooftop,50,New Canton Way,false,false,Mercer County,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)","",Point,"[-74.565267, 40.195609]","",12.28620535352472,"","",72,Princeton,3567 US Route One,Princeton,NJ,08540
